estimator,min_score,mean_score,max_score,std_score,C,criterion,n_estimators,activation,hidden_layer_sizes
SupportVectorMachine,0.5177033492822967,0.6372718124182348,0.7779904306220096,0.08533124625596282,100,,,,
MultilayerPerceptron,0.5177033492822967,0.6370804248584262,0.7770334928229665,0.08524395267938431,,,,relu,"(17, 8, 17)"
DecisionTree,0.5167464114832536,0.6367937094605103,0.7779904306220096,0.0853577882202174,,gini,,,
DecisionTree,0.5167464114832536,0.6367937094605103,0.7779904306220096,0.0853577882202174,,entropy,,,
RandomForest,0.5167464114832536,0.6367936179750611,0.7779904306220096,0.08564479235128016,,,100,,
MultilayerPerceptron,0.5177033492822967,0.6365069940625944,0.7770334928229665,0.08554345156500343,,,,tanh,"(17, 8, 17)"
RandomForest,0.5167464114832536,0.6357412608524614,0.7770334928229665,0.08608858749297238,,,10,,
LogisticRegression,0.5167464114832536,0.63382802565252,0.7722488038277512,0.08613119059958599,1.0,,,,
SupportVectorMachine,0.5167464114832536,0.6338278426816214,0.7751196172248804,0.08600268136574105,0.1,,,,
LogisticRegression,0.5167464114832536,0.6337325148435141,0.7732057416267942,0.08605830763963133,10000.0,,,,
LinearDiscriminantAnalysis,0.49521988527724664,0.6290480024152159,0.7732057416267942,0.09199113739679844,,,,,
LogisticRegression,0.4588910133843212,0.5796880346180939,0.7253588516746412,0.09414361101390287,0.0001,,,,
BernoulliNaiveBayes,0.4732313575525813,0.5767234486354946,0.7416267942583732,0.10043766771216799,,,,,
K-NearestNeighbor,0.4875717017208413,0.5322494442258959,0.6870813397129186,0.0649299964190086,,,,,
QuadraticDiscriminantAnalysis,0.4995215311004785,0.4999999999999999,0.5004784688995215,0.00037062041590500927,,,,,
